亲爱的，晚饭做什么吃？	红烧鲤鱼和鲜蘑油菜。
你不是打算下周给我们开个培训会吗?你的陈述报告准备得怎么样了?	我很难把培训的题目缩小.我想讲讲如何提高我们的销售技巧,可是要说的话太多,很难组织.
去年的销售情况你看了吗?我们上次的董事会上检查了一下销售情况.我们的股东要有好消息听了.	是的,今天早上我看了一下数字.我们终于又开始挣钱了.
你听说了吗?我们的两个大供应商墨菲音乐制作公司和优及唱片公司要合并了!如果他们合并成一个公司,那会严重影响我们的销售策略.	你肯定吗?谁告诉你的?我非常怀疑他们会采取合并成一个公司的策略...他们应该是死敌,最大的竞争对手.这一定是传闻,不可能是真的.
我希望我们之间的竞争能使我们的员工不再被挖走!苏珊上周辞职去旭阳公司工作,她是第四个离开我们去为他们工作的员工.	你想过没有,也许我们的员工中存在着士气问题?如果大家对自己的工作都不满意,他们当然不会留在这里.
你见过我们销售部新来的女孩了吗?玛吉休产假期间,这个女孩来接替她的工作.	他们终于有人接替工作了吗?我怎么现在一直没见过那个女孩?到现在她肯定还没有正式上任.
我烦透了我的老板.他多次使用性别歧视的语言,这次我真的要举报他的性骚扰行为.	发生什么事了?你老板在工作中说什么冒犯你的话了?
你认为如今对劳动妇女的歧视现象还常见吗?	从我自己作为职业妇女的经历来看,我要说现在的情况虽然比过去好多了,但这个问题仍然普遍存在.社会在变化,但对妇女老说很多职业观念中仍然存在一道玻璃天花板.
你们公司加入工会组织了吗?我听说我们行业的很多公司都入会了,所以要想在同一比赛场地上竞争越来越难了.	是的,我们正在赶时髦签约入会.大多数人对此非常高兴…我想这取决于你属于管理层还是劳动阶层.
上次会议,股东们一致投票阻挠我们公司与布莱考公司的合并.但所有的执行委员会成员都赞成合并.我不明白股东怎么会有那么大的全力阻碍计划的实施.	如果他们在某一问题上团结一致,那股东们就有最终的决定权.你会认为有决定权的可能是我们的执行总裁或者工人,可事实是股东控制着钱,所以他们的权利最大.
即使我们公司没有服饰规定，我也认为我们上班时应该穿着正式。	我看不一定…人们还是想穿自己感到最舒服的衣服.
公司准备挑选3名员工继续参加这个月举行的一个市场销售研讨会.你报名了吗?	没有,我实在对研讨会没有大多的兴趣…我觉得研讨会不是没意思就是没有用.我的意思是,一个下午的时间你能真正学到多少东西?
你认为今天早上的团队建设研讨会怎么样?是不是很有益?	说实话,很多游戏太无聊了.我不知道对建立一支较好的队伍会有多大帮助,不过我想大家都玩得挺开心.
我真受够了拉里。他是我所见过的最大的傻瓜。他总犯粗心的错误，跟他一起工作真是痛苦。	你不要这么否定他。你总会碰到这样一些同事，与他们共事比跟其他人要困难得多。但是如果你持否定态度，在办公室骂人，那只会给大家制造一个恶劣的工作环境。
昨天你在研讨会上都学到了什么了?你认为值得一去吗?	是的,我真的从会上学到了很多东西.会议主题是解决人事问题,由专业人力资源部主任牵头讨论.那位教师的专业知识很丰富,我认为一开始就为我们打下了很好的基础.
我们中午要和投资方见面，需要向饭店预定位置吗?还是直接过去？	一般中午饭，我们不需要提前预定位子，他们应该能够接纳未预约的客人。但是为了保险起见，我去预定12点半商务一桌。这和你的时间安排不冲突吧？
有加班费吗？	有，但是没什么吸引力。
你听说今天市区发生什么事情了吗?工厂所有工人都在街上举行示威游行.今天2000多名工人没有一个去上班,而且他们还聚集在市政府外面要求为工厂的所有工人改善工作条件.	哇,听起来乱极了…街上有2000多人戴着示威者的标志,喊着口号.是什么促使他们最终组织起来,要求管理者改善低标准的工作条件?
不管怎么说,他以为自己是谁?我不相信老板最近会这样任意驱使大家.我是说,他又不是执行总裁或者什么重要人物...	嗯,事实上,我猜你没有看到备忘录.你的老板已经被选中接替执行总裁的职务.实际上,他现在就是执行总裁...或者说很快官方就会发布新闻.随后就是大肆的宣传.
你看到布莱恩昨天上班的那身打扮了吗？自从他参加弯硅谷的会议回来之后，他就一直穿着牛仔裤和运动衫来上班。好像他打定主意要让自己在办公室就像在家里一样舒适自在。我不知道还要过多长时间经理就会找他谈这件事。	他真是受到西海岸人们穿着打扮方式的影响了。我想加利福尼亚那边的工作气氛一定比较悠闲，自在。这是信息技术产业的好处…使得家和办公室之间没有那么大的差别，所以人们想穿着自己感到最舒服的衣服上班。
比尔在哪儿？大使已经到了。会议定在上午9点开始。	他又迟到了。可能路上耽误了。你知道，他从郊区坐公交车来上班。他每天坐公交车上下班不容易，我们应该放他一马。
嗨，Maggy, 你有没有听说过戴维的事啊？	戴维的事, 没有，我什么都没听说。
你听说过peter刚退休了吗？	你确定？他还很年轻，不是吗？
你认为汤姆会选上总裁吗？	不，我觉得哈利会选上。
太赞了！我们可以用机油的产国命名，以区分等级。	技师先生，我今天早上想来点委内瑞拉特调.
吧台，给我来杯芮思崔朵。	怎么，你现在突然变成咖啡专家啦？芮思崔朵是啥东东？
这些日子管理层要有大的人员调动.比尔退休了,加上部门重新调整,我们损失了三分之一的管理人员.他们被大批裁掉…	那样不好吗?领导少一点意味着压力小一点儿,你不这么看吗?
你和老板关系好吗？	说实话，很好，大多数情况下她很有同情心，很通情达理。只有一次我和她意见很不一致。
我觉得我们应该接受他的计划.	我不大同意你的看法.
我真不敢相信法洛先生不买帐。那家伙到底以为自己是谁啊？比尔盖兹吗？	他还真有胆子敢说我们的广告烂。
我已经在这里工作2年了，似乎我怎么努力也没有晋升的机会。	嗯，你想过考MBA吗？我听说如果你想到高层，这个很有用。
啊，我感觉很糟糕，我一直在打喷嚏，眼睛也泪汪汪的，我怎么了？	哇，你有没有怎么样，看上去你只是感冒了，你应该吃点药。
你在看什么？	哎呀！你吓我一大跳！
你们公司雇了多少员工？	雇了2个。但他们都没受过多少教育。
Tom为什么要辞职？	他说目前的工作暗淡。
你最近看起来很忙。你在干什么呀？	我休了10天的假，假期过后有一大堆工作要做。
老板对你说什么了？	他让我在工作中提起精神。
这个点无不忘看到你的。你准是开小差了。	开小差？也许吧，可我不是老看钟点等下班的人，我干完了我要干的，提前了一小时下班。
为什么老板对Joe百般刁难。	他在背后说老板的坏话了。
阿尼塔，我才到这里三天，而你就要走了。	只是几个星期。我需要这段假期。你会没事的。你了解我们在做的这个项目，而且你是个好科学家。不要担心。我一花完或者赌完所有的钱，就回来。
我等不及要退休了。	然后怎么样？
早安，吉娜。只是想再次说声谢谢！	嗨，文斯。多谢你又顺道过来了。线上竞标的工作进行得如何？
没错。而我将会是行销部的副总裁。	有一套，玛莉。过去几个月还真发生了不少事，对吧？
说了你会吓一跳，不过我听了很高兴。我觉得你下对了棋。	真的？
此话怎讲？若他是个好的程序设计师，他应该早就发了。	老板想用认股权当作薪水付给鲍伯。可是鲍伯不想再次玩那种游戏了。
你是怎么算薪水的？若你不介意我问的话。	不是现金。但要是我们上市的情况很好，我的股票期权可就值大钱了。
嗨，吉娜，你今天早来了。	对啊，我今天要打一整天的电话。真够好玩的。
她整个人热力四射，对吧？	没有事情能挡得住她。我跟她学了好多。
不，文斯，下星期不成。我要你现在就保证我能拿百分之五。	但你才刚说过百分之四的！
你认为你能得到这项工程吗？	机会很小，我听说约翰也对它感兴趣。
你乘公车上下班吗？	是啊，每天都这样。而且还只有一个选择。其它所有的车都去另外一个方向。
所以你要来跟我们工作吗？	我还能再用我的绿色便条纸，写爱慕的话语给你吗？
是你吗，戴夫？天啊！背弃我们去帮万恶的网路搜寻家做事的阴险小人！	对……嗨，玛莉。你好吗？
文斯。我认为你的程序设计师中有人被网路搜寻家买通了。	你说什么？
戴夫，醒醒。	啊？吉娜？现在几点了？
哇。这会儿我醒了！吉娜有暗恋者了。	我真的没时间去应付爱昏了头的电脑怪胎。
你那百分之三.五的股权，将会值个百万以上。	我得要有动力，文斯。多重动力，多重百万的多重。
你觉得去跟文斯说会不会好一点？解释这整个情况？	门都没有。我要自己享受压扁这只虫子的满足感。而且若文斯就是那小子怎么办？
这是难关，对吧？ 我开会前还不紧张的，但现在我紧张了。	一点不假。时间越来越紧迫了。
当不成百万富翁，就当……身无分文。	接下来的三个星期就会见真相。
